evid,evname,prefor,lat,lon,depth,time,nass,ndef,mb,ms,ml,emodelx,emodely,emodelz,Unknown,UTCtime,orid,etype,dtype,msid,mlid,algorithm,auth,lddate
122023,201803230425.0,20712.0,31.6761,34.8049,18.074, 3/23/2018 (082)  4:27:32.650,16,16,,1.5,,0.0570712,0.101588,0.105016,(082),2018-03-23T04:27:32.650000Z,,,,,,,,
122024,201803231350.0,20713.0,30.0461,35.2053,13.1262, 3/23/2018 (082) 13:52:23.960,14,14,,1.6,,0.184333,0.197014,0.22068,(082),2018-03-23T13:52:23.960000Z,,,,,,,,
122025,201803240216.0,20714.0,34.2855,36.8944,0.0934, 3/24/2018 (083)  2:18:13.180,16,16,,2.3,,0.797395,1.38229,0.364956,(083),2018-03-24T02:18:13.180000Z,,,,,,,,
122026,201803260541.0,20715.0,32.3968,35.578,16.9522, 3/26/2018 (085)  5:43:43.170,8,8,,1.6,,0.206378,0.220619,0.213325,(085),2018-03-26T05:43:43.170000Z,,,,,,,,
122027,201803260816.0,20716.0,32.3952,35.6053,19.6181, 3/26/2018 (085)  8:18:40.840,6,6,,1.5,,0.224236,0.239779,0.296719,(085),2018-03-26T08:18:40.840000Z,,,,,,,,
122028,201803262126.0,20717.0,31.5634,33.6893,25.2122, 3/26/2018 (085) 21:27:47.800,23,23,,2.3,,0.825527,0.42219,1.07805,(085),2018-03-26T21:27:47.800000Z,,,,,,,,
122029,201803270117.0,20718.0,34.7012,32.7456,36.4887, 3/27/2018 (086)  1:17:41.630,40,40,,2.9,2.7,0.248853,2.0344,2.17006,(086),2018-03-27T01:17:41.630000Z,,,,,,,,
122030,201803270223.0,20719.0,29.9906,35.0659,11.7058, 3/27/2018 (086)  2:25:42.320,10,10,,0.8,,0.0704828,0.125387,0.156519,(086),2018-03-27T02:25:42.320000Z,,,,,,,,
122031,201803280500.0,20720.0,29.4891,34.8714,22.353, 3/28/2018 (087)  5:02:19.990,12,12,,1.7,,0.262718,0.347247,0.281,(087),2018-03-28T05:02:19.990000Z,,,,,,,,
122032,201803301033.0,20721.0,27.819,33.4148,23.3316, 3/30/2018 (089) 10:34:16.890,9,9,,2.9,2.9,1.11051,1.91379,1.23323,(089),2018-03-30T10:34:16.890000Z,,,,,,,,
122033,201803301808.0,20722.0,32.8457,35.5845,0.3943, 3/30/2018 (089) 18:10:33.030,17,17,,1.6,,0.253239,0.158556,0.258495,(089),2018-03-30T18:10:33.030000Z,,,,,,,,
122034,201803302228.0,20723.0,28.8455,34.6569,3.2058, 3/30/2018 (089) 22:30:25.270,10,10,,1.7,,0.83462,0.936494,1.15637,(089),2018-03-30T22:30:25.270000Z,,,,,,,,
122035,201803302229.0,20724.0,28.8692,34.6415,4.4423, 3/30/2018 (089) 22:31:01.420,12,12,,1.6,,0.366616,0.914533,0.226984,(089),2018-03-30T22:31:01.420000Z,,,,,,,,
122036,201803311117.0,20725.0,28.9298,34.67,0.0, 3/31/2018 (090) 11:18:17.360,12,12,,2.3,2.0,0.351344,0.52919,0.664041,(090),2018-03-31T11:18:17.360000Z,,,,,,,,
122037,201803311127.0,20726.0,28.8656,34.7159,8.0224, 3/31/2018 (090) 11:28:11.710,15,15,,2.7,,0.354884,0.401996,0.66582,(090),2018-03-31T11:28:11.710000Z,,,,,,,,
122038,201803311134.0,20727.0,28.8612,34.7132,2.8482, 3/31/2018 (090) 11:35:21.400,10,10,,1.9,,0.365167,0.549658,0.681395,(090),2018-03-31T11:35:21.400000Z,,,,,,,,
122039,201803311135.0,20728.0,28.8311,34.7437,5.9142, 3/31/2018 (090) 11:36:06.490,10,10,,1.8,,0.369465,0.231623,0.51422,(090),2018-03-31T11:36:06.490000Z,,,,,,,,
122040,201803311153.0,20729.0,28.8827,34.6805,2.2751, 3/31/2018 (090) 11:53:15.270,12,12,,2.1,,0.361278,0.543279,0.676283,(090),2018-03-31T11:53:15.270000Z,,,,,,,,
122041,201803311154.0,20730.0,28.8547,34.7177,5.875, 3/31/2018 (090) 11:54:15.990,12,12,,2.2,1.9,0.483201,0.546148,0.507358,(090),2018-03-31T11:54:15.990000Z,,,,,,,,
122042,201803311433.0,20731.0,34.4607,32.73,18.3387, 3/31/2018 (090) 14:34:22.030,31,31,,2.3,,0.397733,0.295042,1.19487,(090),2018-03-31T14:34:22.030000Z,,,,,,,,
122043,201803311851.0,20732.0,32.892,34.9892,9.8474, 3/31/2018 (090) 18:52:39.540,24,24,,1.2,,0.112859,0.129111,0.0657779,(090),2018-03-31T18:52:39.540000Z,,,,,,,,
122044,201803312358.0,20733.0,33.0146,35.4958,8.9448, 4/01/2018 (091)  0:00:35.160,12,12,,0.3,,0.119597,0.0537223,0.0728698,(091),2018-04-01T00:00:35.160000Z,,,,,,,,
122045,201804010015.0,20734.0,33.2043,35.6974,8.2873, 4/01/2018 (091)  0:17:41.210,10,10,,1.2,,0.0381818,0.0905033,0.260606,(091),2018-04-01T00:17:41.210000Z,,,,,,,,
122046,201804010446.0,20735.0,35.3042,36.3799,0.0, 4/01/2018 (091)  4:46:43.190,14,14,,3.0,3.0,1.13286,0.517878,2.03141,(091),2018-04-01T04:46:43.190000Z,,,,,,,,
122047,201804032212.0,20736.0,32.9615,35.6345,22.2641, 4/03/2018 (093) 22:14:06.650,11,11,,1.1,,0.0479948,0.054351,0.125481,(093),2018-04-03T22:14:06.650000Z,,,,,,,,
122048,201804051452.0,20737.0,29.9598,35.0493,15.3646, 4/05/2018 (095) 14:53:38.040,22,22,,2.0,1.9,0.069291,0.109777,0.0684332,(095),2018-04-05T14:53:38.040000Z,,,,,,,,
122049,201804051743.0,20738.0,33.1069,35.6106,19.2904, 4/05/2018 (095) 17:43:57.430,14,14,,1.2,,0.118942,0.150032,0.114564,(095),2018-04-05T17:43:57.430000Z,,,,,,,,
122050,201804052320.0,20739.0,29.5495,34.7483,15.9766, 4/05/2018 (095) 23:22:03.140,8,8,,0.7,,0.112467,0.0776657,0.266898,(095),2018-04-05T23:22:03.140000Z,,,,,,,,
122051,201804052322.0,20740.0,29.9487,35.0899,16.6195, 4/05/2018 (095) 23:23:10.150,4,4,,0.6,,0.0777647,0.138402,0.29751,(095),2018-04-05T23:23:10.150000Z,,,,,,,,
122052,201804061928.0,20741.0,29.1227,34.8005,9.7838, 4/06/2018 (096) 19:29:38.940,8,8,,1.2,,0.24531,0.29304,0.393508,(096),2018-04-06T19:29:38.940000Z,,,,,,,,
122053,201804082235.0,20742.0,34.8034,33.9793,10.8569, 4/08/2018 (098) 22:36:29.430,26,26,,2.2,,0.241124,0.800156,1.08086,(098),2018-04-08T22:36:29.430000Z,,,,,,,,
122054,201804082306.0,20743.0,33.5747,35.0074,12.71, 4/08/2018 (098) 23:08:18.260,12,12,,1.3,,0.377366,0.375706,0.39467,(098),2018-04-08T23:08:18.260000Z,,,,,,,,
122055,201804082347.0,20744.0,30.9905,35.4666,4.7616, 4/08/2018 (098) 23:48:58.110,30,30,,1.6,1.5,0.203846,0.484968,0.302052,(098),2018-04-08T23:48:58.110000Z,,,,,,,,
122056,201804090723.0,20745.0,28.142,35.5099,0.0, 4/09/2018 (099)  7:25:11.530,10,10,,2.1,,1.47092,1.56849,0.771139,(099),2018-04-09T07:25:11.530000Z,,,,,,,,
122057,201804092223.0,20746.0,34.4656,33.9366,45.0677, 4/09/2018 (099) 22:25:14.770,16,16,,2.1,,0.689898,1.54247,0.311674,(099),2018-04-09T22:25:14.770000Z,,,,,,,,
122058,201804100607.0,20747.0,33.6496,35.5092,9.9191, 4/10/2018 (100)  6:08:28.130,8,8,,1.7,,0.0864975,0.112576,0.152926,(100),2018-04-10T06:08:28.130000Z,,,,,,,,
122059,201804101338.0,20748.0,34.461,32.602,5.6779, 4/10/2018 (100) 13:39:23.550,38,38,,2.6,2.5,0.337992,0.601919,0.528893,(100),2018-04-10T13:39:23.550000Z,,,,,,,,
122060,201804110229.0,20749.0,33.8173,35.1905,21.1326, 4/11/2018 (101)  2:31:00.320,33,33,,2.4,2.4,0.410341,0.409835,0.415869,(101),2018-04-11T02:31:00.320000Z,,,,,,,,
122061,201804122139.0,20750.0,34.1475,35.9939,0.0, 4/12/2018 (102) 21:41:13.910,13,13,,1.8,,0.541017,0.95366,0.679414,(102),2018-04-12T21:41:13.910000Z,,,,,,,,
122062,201804130027.0,20751.0,31.3566,35.3171,10.4344, 4/13/2018 (103)  0:28:29.960,30,30,,2.3,2.5,0.107774,0.115157,0.0914545,(103),2018-04-13T00:28:29.960000Z,,,,,,,,
122063,201804140128.0,20752.0,33.1205,35.4275,10.0936, 4/14/2018 (104)  1:30:53.720,6,6,,0.7,,0.0874079,0.148885,0.155437,(104),2018-04-14T01:30:53.720000Z,,,,,,,,
122064,201804161119.0,20753.0,33.5592,35.7612,0.0, 4/16/2018 (106) 11:20:47.750,10,10,,1.6,1.1,0.195015,0.170636,0.346687,(106),2018-04-16T11:20:47.750000Z,,,,,,,,
122065,201804161538.0,20754.0,29.5523,34.8635,21.8785, 4/16/2018 (106) 15:39:03.180,12,12,,1.4,,0.137197,0.135264,0.244301,(106),2018-04-16T15:39:03.180000Z,,,,,,,,
122066,201804170156.0,20755.0,29.6255,34.9595,25.6582, 4/17/2018 (107)  1:58:51.480,10,10,,1.3,,0.219699,0.274009,0.235006,(107),2018-04-17T01:58:51.480000Z,,,,,,,,
122067,201804171544.0,20756.0,34.0552,36.8732,0.0961, 4/17/2018 (107) 15:45:30.050,19,19,,3.3,3.4,1.18265,1.24528,1.31431,(107),2018-04-17T15:45:30.050000Z,,,,,,,,
122068,201804180940.0,20757.0,33.1278,35.6484,0.1955, 4/18/2018 (108)  9:41:50.900,9,9,,1.5,,0.0584695,0.107195,0.103513,(108),2018-04-18T09:41:50.900000Z,,,,,,,,
122069,201804190532.0,20758.0,29.7981,34.4993,4.1146, 4/19/2018 (109)  5:34:03.430,8,8,,1.1,,0.222049,0.229001,0.250427,(109),2018-04-19T05:34:03.430000Z,,,,,,,,
122070,201804190541.0,20759.0,32.9344,35.6358,23.2321, 4/19/2018 (109)  5:42:48.760,17,17,,1.5,,0.24839,0.127457,0.174199,(109),2018-04-19T05:42:48.760000Z,,,,,,,,
122071,201804200046.0,20760.0,29.4609,34.8169,11.3138, 4/20/2018 (110)  0:48:00.880,10,10,,1.0,,0.155526,0.159509,0.276803,(110),2018-04-20T00:48:00.880000Z,,,,,,,,
122072,201804201034.0,20761.0,31.3565,35.3185,9.4847, 4/20/2018 (110) 10:36:38.130,8,8,,1.3,,0.10108,0.107993,0.201864,(110),2018-04-20T10:36:38.130000Z,,,,,,,,
122073,201804201702.0,20762.0,32.9261,35.6293,15.7812, 4/20/2018 (110) 17:04:15.620,21,21,,1.6,,0.214103,0.250098,0.25867,(110),2018-04-20T17:04:15.620000Z,,,,,,,,
122074,201804210619.0,20763.0,32.6709,35.1943,15.8179, 4/21/2018 (111)  6:20:29.240,24,24,,1.6,1.1,0.152393,0.227509,0.162862,(111),2018-04-21T06:20:29.240000Z,,,,,,,,
122075,201804231250.0,20764.0,34.5558,33.9346,41.9104, 4/23/2018 (113) 12:51:22.190,27,27,,2.9,2.6,0.377352,0.672253,0.878667,(113),2018-04-23T12:51:22.190000Z,,,,,,,,
122076,201804231257.0,20765.0,34.5365,33.9178,43.7987, 4/23/2018 (113) 12:58:02.380,27,27,,3.6,3.7,0.380598,0.678024,0.656916,(113),2018-04-23T12:58:02.380000Z,,,,,,,,
122077,201804240101.0,20766.0,32.9033,35.5622,0.4764, 4/24/2018 (114)  1:02:55.650,15,15,,1.6,,0.200623,0.21153,0.247516,(114),2018-04-24T01:02:55.650000Z,,,,,,,,
122078,201804261418.0,20767.0,32.9989,35.5902,0.0, 4/26/2018 (116) 14:20:01.760,8,8,,0.9,,0.110306,0.116986,0.110234,(116),2018-04-26T14:20:01.760000Z,,,,,,,,
122079,201804272142.0,20768.0,32.5359,35.5538,21.9825, 4/27/2018 (117) 21:43:30.430,24,24,,1.5,,0.322627,0.384719,0.21935,(117),2018-04-27T21:43:30.430000Z,,,,,,,,
122080,201804280443.0,20769.0,31.3252,35.5492,12.3785, 4/28/2018 (118)  4:45:01.270,38,38,,3.2,3.5,0.192871,0.185475,0.380409,(118),2018-04-28T04:45:01.270000Z,,,,,,,,
122081,201804280529.0,20770.0,31.4774,35.4857,23.2288, 4/28/2018 (118)  5:30:56.880,14,14,,1.5,,0.140541,0.158816,0.223783,(118),2018-04-28T05:30:56.880000Z,,,,,,,,
122082,201804280536.0,20771.0,31.3298,35.5437,10.532, 4/28/2018 (118)  5:38:18.570,21,21,,1.8,1.4,0.183951,0.135856,0.196622,(118),2018-04-28T05:38:18.570000Z,,,,,,,,
122083,201804280649.0,20772.0,31.317,35.5562,12.0348, 4/28/2018 (118)  6:50:21.630,37,37,4.0,3.7,3.8,0.196269,0.142871,0.157353,(118),2018-04-28T06:50:21.630000Z,,,,,,,,
122084,201804280713.0,20773.0,31.3272,35.543,12.6338, 4/28/2018 (118)  7:14:41.960,37,37,,2.8,3.0,0.189682,0.137646,0.375834,(118),2018-04-28T07:14:41.960000Z,,,,,,,,
122085,201804282153.0,20774.0,28.7849,34.4424,4.1127, 4/28/2018 (118) 21:54:43.900,12,12,,1.8,,0.56678,0.621063,0.754902,(118),2018-04-28T21:54:43.900000Z,,,,,,,,
122086,201804292010.0,20775.0,31.4138,35.5325,14.959, 4/29/2018 (119) 20:11:22.630,19,19,,1.2,1.0,0.129291,0.1467,0.224003,(119),2018-04-29T20:11:22.630000Z,,,,,,,,
122087,201804300105.0,20776.0,32.1341,35.5094,10.6522, 4/30/2018 (120)  1:06:13.530,17,17,,1.4,,0.155157,0.165786,0.102346,(120),2018-04-30T01:06:13.530000Z,,,,,,,,
122088,201804300758.0,20777.0,29.9254,35.0055,0.4443, 4/30/2018 (120)  7:59:35.720,6,6,,1.1,,0.133043,0.0358064,0.141462,(120),2018-04-30T07:59:35.720000Z,,,,,,,,
122089,201804301810.0,20778.0,33.2094,35.4829,13.742, 4/30/2018 (120) 18:11:06.850,8,8,,1.1,,0.192321,0.236687,0.239365,(120),2018-04-30T18:11:06.850000Z,,,,,,,,
122090,201805020409.0,20779.0,33.1469,35.7125,6.6082, 5/02/2018 (122)  4:11:18.250,6,6,,1.3,,0.0612303,0.0640603,0.10883,(122),2018-05-02T04:11:18.250000Z,,,,,,,,
122091,201805022327.0,20780.0,30.5693,35.3237,16.0948, 5/02/2018 (122) 23:28:04.350,26,26,,1.7,1.6,0.083536,0.198226,0.163932,(122),2018-05-02T23:28:04.350000Z,,,,,,,,
122092,201805030043.0,20781.0,29.9117,35.0781,12.7707, 5/03/2018 (123)  0:45:12.760,10,10,,1.2,,0.170729,0.219759,0.282092,(123),2018-05-03T00:45:12.760000Z,,,,,,,,
122093,201805031923.0,20782.0,33.7039,35.8754,3.9479, 5/03/2018 (123) 19:24:44.050,20,20,,2.1,,0.464719,0.525712,0.711056,(123),2018-05-03T19:24:44.050000Z,,,,,,,,
122094,201805032248.0,20783.0,29.9135,35.0724,14.009, 5/03/2018 (123) 22:50:38.680,8,8,,0.9,,0.174582,0.222155,0.284408,(123),2018-05-03T22:50:38.680000Z,,,,,,,,
122095,201805040106.0,20784.0,29.8904,35.0907,14.1757, 5/04/2018 (124)  1:07:51.110,10,10,,1.0,,0.116678,0.133324,0.164103,(124),2018-05-04T01:07:51.110000Z,,,,,,,,
122096,201805041109.0,20785.0,32.4311,35.6095,11.9369, 5/04/2018 (124) 11:10:40.940,11,11,,1.6,,0.21759,0.232568,0.227036,(124),2018-05-04T11:10:40.940000Z,,,,,,,,
122097,201805041445.0,20786.0,33.1643,35.4224,0.0, 5/04/2018 (124) 14:47:47.380,11,11,,0.9,,0.17461,0.168108,0.104321,(124),2018-05-04T14:47:47.380000Z,,,,,,,,
122098,201805041522.0,20787.0,34.1715,35.9465,7.1766, 5/04/2018 (124) 15:23:35.450,15,15,,2.2,,0.880342,0.559322,0.666706,(124),2018-05-04T15:23:35.450000Z,,,,,,,,
122099,201805042225.0,20788.0,31.3559,35.3341,12.6652, 5/04/2018 (124) 22:27:43.840,6,6,,1.0,,0.0716323,0.12746,0.132935,(124),2018-05-04T22:27:43.840000Z,,,,,,,,
122100,201805042257.0,20789.0,34.5188,34.1968,23.9432, 5/04/2018 (124) 22:58:23.990,19,19,,1.8,,0.622241,0.675718,0.889286,(124),2018-05-04T22:58:23.990000Z,,,,,,,,
122101,201805050313.0,20790.0,29.9008,34.3969,4.8016, 5/05/2018 (125)  3:14:38.930,10,10,,1.1,,0.365039,0.210903,0.320947,(125),2018-05-05T03:14:38.930000Z,,,,,,,,
122102,201805050505.0,20791.0,33.0874,35.6209,15.5278, 5/05/2018 (125)  5:07:06.030,10,10,,1.3,,0.185509,0.234279,0.242846,(125),2018-05-05T05:07:06.030000Z,,,,,,,,
122103,201805050506.0,20792.0,33.0627,35.6214,8.6956, 5/05/2018 (125)  5:08:05.020,14,14,,1.2,,0.175465,0.0958724,0.121703,(125),2018-05-05T05:08:05.020000Z,,,,,,,,
122104,201805050604.0,20793.0,34.7311,33.4901,9.7443, 5/05/2018 (125)  6:05:51.750,19,19,,2.0,,0.816919,0.876785,0.873196,(125),2018-05-05T06:05:51.750000Z,,,,,,,,
122105,201805050650.0,20794.0,29.8585,35.1552,10.5235, 5/05/2018 (125)  6:52:43.020,7,7,,1.3,,0.13554,0.243466,0.123073,(125),2018-05-05T06:52:43.020000Z,,,,,,,,
122106,201805052310.0,20795.0,30.2503,35.2321,14.7589, 5/05/2018 (125) 23:12:24.820,22,22,,1.6,,0.252463,0.291787,0.193014,(125),2018-05-05T23:12:24.820000Z,,,,,,,,
122107,201805062239.0,20796.0,29.2923,34.9061,13.6443, 5/06/2018 (126) 22:40:33.100,12,12,,1.6,,0.231085,0.297553,0.308544,(126),2018-05-06T22:40:33.100000Z,,,,,,,,
122108,201805071811.0,20797.0,32.2155,35.3421,4.8163, 5/07/2018 (127) 18:12:40.910,24,24,,1.6,,0.103633,0.159992,0.0767237,(127),2018-05-07T18:12:40.910000Z,,,,,,,,
122109,201805071812.0,20798.0,32.1886,35.3668,14.6431, 5/07/2018 (127) 18:13:24.240,8,8,,1.4,,0.0876496,0.180527,0.207973,(127),2018-05-07T18:13:24.240000Z,,,,,,,,
122110,201805071824.0,20799.0,32.2184,35.3408,7.5032, 5/07/2018 (127) 18:24:37.970,18,18,,1.3,,0.107344,0.161259,0.190959,(127),2018-05-07T18:24:37.970000Z,,,,,,,,
122111,201805071825.0,20800.0,32.192,35.3366,0.0, 5/07/2018 (127) 18:26:06.590,4,4,,0.9,,0.118178,0.167572,0.157414,(127),2018-05-07T18:26:06.590000Z,,,,,,,,
122112,201805071907.0,20801.0,32.2407,35.3432,0.0, 5/07/2018 (127) 19:08:24.370,6,6,,1.2,,0.10832,0.126081,0.143825,(127),2018-05-07T19:08:24.370000Z,,,,,,,,
122113,201805072335.0,20802.0,32.4698,35.3639,21.4837, 5/07/2018 (127) 23:36:45.200,8,8,,1.0,,0.180481,0.0756772,0.321427,(127),2018-05-07T23:36:45.200000Z,,,,,,,,
122114,201805072336.0,20803.0,32.2262,35.3472,3.9829, 5/07/2018 (127) 23:37:13.730,18,18,,1.2,,0.16543,0.269166,0.176695,(127),2018-05-07T23:37:13.730000Z,,,,,,,,
122115,201805072337.0,20804.0,32.2333,35.3534,0.047, 5/07/2018 (127) 23:37:35.410,6,6,,1.1,,0.0428287,0.0720253,0.136617,(127),2018-05-07T23:37:35.410000Z,,,,,,,,
122116,201805081518.0,20805.0,33.0781,34.9558,14.1963, 5/08/2018 (128) 15:19:51.850,16,16,,1.4,,0.0438733,0.0972639,0.380568,(128),2018-05-08T15:19:51.850000Z,,,,,,,,
122117,201805081527.0,20806.0,32.175,35.4129,5.6744, 5/08/2018 (128) 15:30:43.350,4,4,,1.0,,0.139623,0.149102,0.0660856,(128),2018-05-08T15:30:43.350000Z,,,,,,,,
122118,201805090550.0,20807.0,29.5035,34.7461,2.8583, 5/09/2018 (129)  5:51:21.480,6,6,,0.9,,0.253791,0.335549,0.271247,(129),2018-05-09T05:51:21.480000Z,,,,,,,,
122119,201805090930.0,20808.0,33.7927,35.5532,0.8748, 5/09/2018 (129)  9:30:38.060,8,8,,1.5,,0.566865,0.598494,0.156812,(129),2018-05-09T09:30:38.060000Z,,,,,,,,
122120,201805092237.0,20809.0,29.9384,35.1303,16.4952, 5/09/2018 (129) 22:39:00.990,14,14,,1.4,,0.112938,0.273867,0.327906,(129),2018-05-09T22:39:00.990000Z,,,,,,,,
122121,201805100150.0,20810.0,29.921,35.0565,10.6782, 5/10/2018 (130)  1:52:46.370,10,10,,1.4,,0.151945,0.124659,0.162363,(130),2018-05-10T01:52:46.370000Z,,,,,,,,
122122,201805100252.0,20811.0,34.7304,33.8547,11.3422, 5/10/2018 (130)  2:52:28.620,13,13,,1.8,,0.214554,1.07311,1.08005,(130),2018-05-10T02:52:28.620000Z,,,,,,,,
122123,201805101651.0,20812.0,29.1849,34.4366,15.7599, 5/10/2018 (130) 16:52:19.230,22,22,,2.5,2.5,0.627543,0.696892,0.400079,(130),2018-05-10T16:52:19.230000Z,,,,,,,,
122124,201805101654.0,20813.0,29.2239,34.4469,0.4492, 5/10/2018 (130) 16:56:34.990,12,12,,1.7,,0.382742,0.426306,0.906743,(130),2018-05-10T16:56:34.990000Z,,,,,,,,
122125,201805102141.0,20814.0,32.9744,35.3772,6.4345, 5/10/2018 (130) 21:43:06.900,8,8,,0.7,,0.0865781,0.0845419,0.155321,(130),2018-05-10T21:43:06.900000Z,,,,,,,,
122126,201805110623.0,20815.0,30.6176,35.3768,12.5876, 5/11/2018 (131)  6:25:08.870,24,24,,2.0,1.9,0.0950178,0.169101,0.416357,(131),2018-05-11T06:25:08.870000Z,,,,,,,,
122127,201805111846.0,20816.0,30.4363,35.2904,12.331, 5/11/2018 (131) 18:48:51.110,7,7,,0.8,,0.111697,0.167801,0.198766,(131),2018-05-11T18:48:51.110000Z,,,,,,,,
122128,201805130205.0,20817.0,32.7355,37.4169,0.2988, 5/13/2018 (133)  2:05:53.490,13,13,,2.0,,1.29549,1.40155,1.42544,(133),2018-05-13T02:05:53.490000Z,,,,,,,,
122129,201805131905.0,20818.0,32.9774,35.6353,23.4118, 5/13/2018 (133) 19:06:07.230,8,8,,0.9,,0.245765,0.282121,0.293976,(133),2018-05-13T19:06:07.230000Z,,,,,,,,
122130,201805150837.0,20819.0,34.7296,36.7177,0.0, 5/15/2018 (135)  8:39:06.830,10,10,,2.2,,1.5302,0.710963,1.69184,(135),2018-05-15T08:39:06.830000Z,,,,,,,,
122131,201805151424.0,20820.0,34.7354,36.5769,10.69, 5/15/2018 (135) 14:25:04.090,16,16,,2.7,2.4,0.643383,0.66444,0.719614,(135),2018-05-15T14:25:04.090000Z,,,,,,,,
122132,201805151541.0,20821.0,29.4279,34.9402,17.0867, 5/15/2018 (135) 15:43:14.760,10,10,,1.3,,0.275884,0.381704,0.294966,(135),2018-05-15T15:43:14.760000Z,,,,,,,,
122133,201805151624.0,20822.0,32.4003,35.5563,2.1834, 5/15/2018 (135) 16:26:26.820,9,9,,1.3,,0.162951,0.173987,0.117428,(135),2018-05-15T16:26:26.820000Z,,,,,,,,
122134,201805152217.0,20823.0,31.7727,35.5678,17.5844, 5/15/2018 (135) 22:18:41.840,29,29,,1.6,,0.270987,0.289756,0.284661,(135),2018-05-15T22:18:41.840000Z,,,,,,,,
122135,201805152256.0,20824.0,33.8128,35.3336,44.5299, 5/15/2018 (135) 22:58:43.770,9,9,,1.2,,0.64525,0.390505,0.141223,(135),2018-05-15T22:58:43.770000Z,,,,,,,,
122136,201805152314.0,20825.0,33.246,35.4311,16.1241, 5/15/2018 (135) 23:16:11.260,8,8,,0.8,,0.053746,0.237288,0.0528467,(135),2018-05-15T23:16:11.260000Z,,,,,,,,
122137,201805152319.0,20826.0,33.4767,35.2417,39.4249, 5/15/2018 (135) 23:20:20.010,8,8,,0.9,,0.102402,0.48946,0.102897,(135),2018-05-15T23:20:20.010000Z,,,,,,,,
122138,201805160808.0,20827.0,33.0056,35.6248,19.749, 5/16/2018 (136)  8:10:04.960,11,11,,1.4,,0.0576885,0.112357,0.115175,(136),2018-05-16T08:10:04.960000Z,,,,,,,,
122139,201805161446.0,20828.0,29.577,35.0373,17.9949, 5/16/2018 (136) 14:47:50.560,9,9,,1.0,,0.116647,0.169787,0.207629,(136),2018-05-16T14:47:50.560000Z,,,,,,,,
122140,201805162106.0,20829.0,32.1197,36.9258,0.0, 5/16/2018 (136) 21:07:37.650,37,37,,2.7,2.7,0.685208,0.730181,1.32304,(136),2018-05-16T21:07:37.650000Z,,,,,,,,
122141,201805162120.0,20830.0,32.143,36.9228,4.338, 5/16/2018 (136) 21:21:29.460,16,16,,1.7,,1.11086,0.705719,0.779999,(136),2018-05-16T21:21:29.460000Z,,,,,,,,
122142,201805162211.0,20831.0,32.1219,37.0115,10.2761, 5/16/2018 (136) 22:12:42.050,9,9,,1.5,,0.519054,0.725593,0.590105,(136),2018-05-16T22:12:42.050000Z,,,,,,,,
122143,201805180840.0,20832.0,32.1708,36.8061,5.8887, 5/18/2018 (138)  8:40:33.190,29,29,,2.2,,0.611633,0.655198,0.30727,(138),2018-05-18T08:40:33.190000Z,,,,,,,,
122144,201805181542.0,20833.0,33.3442,35.6647,7.2831, 5/18/2018 (138) 15:44:21.670,34,34,,2.1,1.9,0.131992,0.154346,0.164865,(138),2018-05-18T15:44:21.670000Z,,,,,,,,
122145,201805181909.0,20834.0,32.7494,34.8282,7.3297, 5/18/2018 (138) 19:11:25.050,14,14,,1.2,,0.121737,0.21655,0.200844,(138),2018-05-18T19:11:25.050000Z,,,,,,,,
122146,201805190006.0,20835.0,34.698,34.5567,6.3781, 5/19/2018 (139)  0:07:43.700,10,10,,1.7,,0.689937,0.318331,0.316927,(139),2018-05-19T00:07:43.700000Z,,,,,,,,
122147,201805191405.0,20836.0,33.1889,35.6038,18.5071, 5/19/2018 (139) 14:06:47.320,21,21,,2.0,1.7,0.169026,0.211527,0.28394,(139),2018-05-19T14:06:47.320000Z,,,,,,,,
122148,201805200059.0,20837.0,31.9778,35.5669,21.4653, 5/20/2018 (140)  1:01:14.520,19,19,,1.4,,0.315859,0.424344,0.337866,(140),2018-05-20T01:01:14.520000Z,,,,,,,,
122149,201805200153.0,20838.0,30.1434,34.8009,17.5836, 5/20/2018 (140)  1:54:59.870,24,24,,1.7,1.8,0.170583,0.265884,0.182326,(140),2018-05-20T01:54:59.870000Z,,,,,,,,
122150,201805200319.0,20839.0,30.178,34.8119,8.4637, 5/20/2018 (140)  3:21:31.660,7,7,,0.4,,0.0584612,0.0576925,0.114964,(140),2018-05-20T03:21:31.660000Z,,,,,,,,
122151,201805200320.0,20840.0,30.1278,34.8218,15.2979, 5/20/2018 (140)  3:21:38.780,10,10,,1.2,,0.0968532,0.108223,0.0717286,(140),2018-05-20T03:21:38.780000Z,,,,,,,,
122152,201805201241.0,20841.0,29.3847,34.7973,9.613, 5/20/2018 (140) 12:42:54.050,12,12,,1.3,,0.325383,0.254223,0.347873,(140),2018-05-20T12:42:54.050000Z,,,,,,,,
122153,201805201940.0,20842.0,34.6305,33.0984,45.1329, 5/20/2018 (140) 19:40:44.570,31,31,,2.2,,0.118073,0.829478,1.20905,(140),2018-05-20T19:40:44.570000Z,,,,,,,,
122154,201805211952.0,20843.0,29.4421,34.9225,25.5622, 5/21/2018 (141) 19:53:10.920,10,10,,1.5,,0.301669,0.392443,0.322734,(141),2018-05-21T19:53:10.920000Z,,,,,,,,
122155,201805221114.0,20844.0,33.541,35.614,16.362, 5/22/2018 (142) 11:15:33.010,6,6,,1.2,,0.145747,0.20897,0.345872,(142),2018-05-22T11:15:33.010000Z,,,,,,,,
